"KO-DMSO_Rep1"	"KO-DMSO_Rep2"	"KO-E20_Rep1"	"KO-E20_Rep2"	"WT-DMSO_Rep1"	"WT-DMSO_Rep2"	"WT-E20_Rep1"	"WT-E20_Rep2"
"ENSG00000232648.4"	8	4	7	8	4	3	8	12
"ENSG00000232650.6"	0	0	0	1	0	0	0	1
"ENSG00000232653.9"	4.952	4.555	4.998	3.925	4.222	0	11.318	2.527
"ENSG00000232654.1"	0	0	0	0	0	0	0	0
"ENSG00000232655.1"	0	0	0	0	0	0	0	0
"ENSG00000232656.10"	3.358	1.208	3.305	9.923	3	4	4	4
"ENSG00000232658.1"	0	0	0	0	0	0	0	0
"ENSG00000232661.1"	0	0	0	0	0	0	0	0
"ENSG00000232662.2"	0	0	0	1	0	0	0	0
"ENSG00000232663.2"	0	0	0	0	0	0	0	0
"ENSG00000232664.2"	0	0	0	0	0	0	0	0
"ENSG00000232665.2"	0	0	0	0	0	0	0	0
"ENSG00000232667.12"	0	0	0	0	0	0	0	0
"ENSG00000232668.1"	0	0	0	0	0	0	0	0
"ENSG00000232671.8"	44.024	32.298	56.497	63.692	43.823	22.068	63.384	91.751
"ENSG00000232672.1"	0	0	0	0	1	0	0	0
"ENSG00000232675.7"	0	0	0	0	0	0	0	0
"ENSG00000232676.1"	0	0	0	0	0	0	0	0
"ENSG00000232677.11"	1604.545	1216.791	931.77	950.082	3540.875	1909.061	2923.949	3913.911
"ENSG00000232678.2"	0	0	0	0	0	0	0	0
"ENSG00000232679.2"	0	0	0	0	0	0	0	0
"ENSG00000232680.2"	0	0	0	0	0	0	0	0
"ENSG00000232682.2"	0	0	0	0	0	0	0	0
"ENSG00000232684.1"	1	0	0	0	0	0	1	1
"ENSG00000232685.5"	0	0	0	0	0	0	0	0
"ENSG00000232687.1"	0	0	0	0	0	0	0	0
"ENSG00000232688.2"	0	0	0	0	0	0	0	0
"ENSG00000232690.1"	0	0	0	0	0	0	0	0
"ENSG00000232692.1"	0	0	0	3	0	1	1	0
"ENSG00000232693.2"	0	0	0	0	0	0	0	0
"ENSG00000232695.1"	0	0	0	0	0	0	0	0
"ENSG00000232696.1"	0	0	0	0	0	0	0	0
"ENSG00000232699.3"	0	0	0	0	0	0	0	0
"ENSG00000232701.1"	0	0	0	0	0	0	0	0
"ENSG00000232702.3"	0	0	0	0	0	0	0	0
"ENSG00000232706.3"	0	0	0	0	0	0	0	0
"ENSG00000232707.1"	0	0	0	0	0	0	0	0
"ENSG00000232709.1"	0	0	0	0	0	0	2	1
"ENSG00000232710.1"	0	0	0	1.044	0	2	0	2.214
"ENSG00000232712.6"	0	0	0	0	0	0	0	0
"ENSG00000232713.2"	0	0	0	0	0	0	0	0
"ENSG00000232714.1"	0	0	0	0	0	0	0	0
"ENSG00000232715.1"	0	0	0	0	0	0	0	0
"ENSG00000232716.2"	0	0	0	0	0	0	0	0
"ENSG00000232717.2"	0	0	0	0	0	0	0	0
"ENSG00000232718.1"	0	0	0	0	0	0	0	0
"ENSG00000232719.1"	0	0	0	0	2	1	3	0
"ENSG00000232721.3"	0	1	1	3	2	1	5.003	3.001
"ENSG00000232722.3"	0	0	0	0	0	0	0	0
"ENSG00000232723.1"	0	0	0	0	0	0	0	0
"ENSG00000232724.1"	2	1	2	0	0	0	2	2
"ENSG00000232725.1"	4	3	2	2	7	12	7	11
"ENSG00000232727.2"	0	0	0	0	0	0	0	0
"ENSG00000232728.1"	0	0	0	0	0	0	0	0
"ENSG00000232729.8"	0	0	1	1.005	0	0	2	0
"ENSG00000232730.1"	0	0	0	0	0	0	0	0
"ENSG00000232732.11"	1	0	0	0	1	0	1	0
"ENSG00000232734.1"	0	0	0	0	0	0	0	0
"ENSG00000232735.2"	0	0	0	0	0	0	0	0
"ENSG00000232736.1"	0	0	0	0	0	0	0	0
"ENSG00000232738.1"	0	0	0	0	0	0	0	0
"ENSG00000232739.1"	0	0	0	1	0	0	1	0
"ENSG00000232740.1"	0	0	0	0	0	0	0	0
"ENSG00000232742.3"	0	0	1.137	0	0	0	0	0
"ENSG00000232743.2"	0	0	0	0	0	0	0	0
"ENSG00000232744.1"	0	0	0	0	0	0	0	0
"ENSG00000232746.1"	0	0	0	0	0	0	0	0
"ENSG00000232747.2"	0	0	0	0	0	0	0	0
"ENSG00000232748.3"	63.185	45.42	36.334	36.827	89.595	64.356	111.122	139.326
"ENSG00000232749.2"	0	0	0	0	0	0	0	0
"ENSG00000232750.2"	0	0	0	0	0	0	0	0
"ENSG00000232751.1"	0	0	0	0	0	0	0	0
"ENSG00000232752.1"	0	0	0	0	0	0	0	0
"ENSG00000232754.1"	0	0	0	0	0	0	0	0
"ENSG00000232756.1"	0	0	0	0	0	0	0	0
"ENSG00000232757.1"	0	0	0	1	0	0	1	0
"ENSG00000232759.1"	1	0	0	1	4	2	13	13.783
"ENSG00000232760.1"	0	0	0	0	0	0	0	0
"ENSG00000232762.1"	0	1	0	0	0	0	0	0
"ENSG00000232764.1"	0	0	0	0	0	0	0	0
"ENSG00000232765.7"	0	0	0	0	0	0	0	0
"ENSG00000232766.1"	0	0	0	0	0	0	0	0
"ENSG00000232767.2"	0	0	0	0	0	0	0	0
"ENSG00000232768.1"	0	0	0	0	0	0	0	0
"ENSG00000232771.2"	0	0	0	0	0	0	0	0
"ENSG00000232772.1"	0	0	0	0	0	0	0	0
"ENSG00000232773.2"	0	0	0	0	0	0	0	0
"ENSG00000232774.8"	0	0	0	0	0	0	0	0
"ENSG00000232775.7"	0	0	0	0	0	0	0	0
"ENSG00000232777.1"	0	0	0	0	0	0	0	0
"ENSG00000232778.1"	0	0	0	0	0	0	0	0
"ENSG00000232780.2"	0	1	0	0	0	0	0	0
"ENSG00000232783.6"	0	0	0	0	0	0	0	0
"ENSG00000232786.1"	0	0	0	0	0	0	0	0
"ENSG00000232787.2"	0	0	0	0	0	0	0	0
"ENSG00000232788.1"	0	1	0	3	0	0	1	0
"ENSG00000232789.1"	0	0	0	0	0	0	0	0
"ENSG00000232790.3"	0	0	0	0	0	0	0	0
"ENSG00000232791.4"	0	0	0	0	0	0	0	0
"ENSG00000232792.2"	0	0	0	0	0	0	0	0
"ENSG00000232793.2"	0	0	0	0	0	0	0	0
"ENSG00000232794.1"	0	0	0	0	0	0	0	0
"ENSG00000232795.1"	0	0	0	0	0	0	0	0
"ENSG00000232797.1"	0	0	1.001	0	0	0	0	0
"ENSG00000232798.1"	0	0	0	0	0	0	0	0
"ENSG00000232799.1"	0	0	0	0	0	0	0	0
"ENSG00000232800.1"	0	0	0	0	0	0	0	0
"ENSG00000232801.1"	0	0	0	0	0	0	0	0
"ENSG00000232803.1"	9.469	15.804	7.377	11.499	14.629	6.173	14.54	44.842
"ENSG00000232805.1"	0	0	0	0	0	0	0	0
"ENSG00000232806.1"	0	0	0	0	0	0	0	0
"ENSG00000232807.2"	4.322	6.589	2.197	11.977	8.639	4.369	13.218	14.169
"ENSG00000232808.1"	0	0	0	0	0	0	0	0
"ENSG00000232809.1"	0	0	0	0	0	0	0	0
"ENSG00000232810.5"	0	0	0	0	0	0	0	0
"ENSG00000232811.1"	2	0	1.453	1.049	3	0	3.314	1.08
"ENSG00000232812.2"	0	0	0	0	0	0	0	0
"ENSG00000232813.1"	0	0	0	0	0	0	0	0
"ENSG00000232814.2"	0	0	0	0	0	0	0	0
"ENSG00000232815.1"	6	3	9	9	21	12	41	40
"ENSG00000232818.2"	193	140	116	118	186	78	128	187
"ENSG00000232821.1"	0	0	0	0	0	1	1	1
"ENSG00000232823.2"	0	0	0	0	0	0	0	0
"ENSG00000232824.1"	0	0	0	0	0	0	0	0
"ENSG00000232825.3"	0	0	0	0	0	0	0	0
"ENSG00000232827.3"	0	0	0	0	0	0	0	0
"ENSG00000232828.1"	1.298	4.093	4.271	2.803	1.258	0	12.447	13.491
"ENSG00000232829.3"	0	0	0	0	0	0	0	0
"ENSG00000232830.5"	0	0	0	0	0	0	0	0
"ENSG00000232832.1"	0	0	0	0	0	0	0	1
"ENSG00000232834.1"	0	0	0	0	0	0	0	0
"ENSG00000232835.1"	0	0	0	0	0	0	0	0
"ENSG00000232837.1"	0	0	0	0	0	0	0	0
"ENSG00000232838.4"	37.409	29.191	47.907	53.554	49.84	47.374	88.806	84.48
"ENSG00000232841.1"	0	0	0	0	0	0	0	0
"ENSG00000232842.2"	0	0	0	0	0	0	0	0
"ENSG00000232843.2"	0	0	0	0	0	0	0	0
"ENSG00000232845.1"	0	0	0	0	0	0	0	0
"ENSG00000232846.1"	0	0	0	0	0	0	0	0
"ENSG00000232848.1"	0	0	0	0	0	0	0	0
"ENSG00000232849.2"	0	0	0	0	0	0	0	0
"ENSG00000232850.3"	8	7	7	3	7	9	15	24
"ENSG00000232851.3"	0	0	0	0	0	0	0	0
"ENSG00000232852.1"	1.047	0	0	0	0	0	0	1.071
"ENSG00000232853.1"	0	0	0	0	0	0	0	0
"ENSG00000232855.7"	1	0	1	2	2	0	1	0
"ENSG00000232857.2"	0	0	0	0	0	0	0	0
"ENSG00000232858.1"	0	0	0	0	0	0	0	0
"ENSG00000232859.10"	119	91	64	50.001	96.001	55.499	102.001	155
"ENSG00000232860.10"	11	11	7.322	18.756	13.768	6.063	41.466	22.338
"ENSG00000232862.5"	0	0	0	0	2	0	1	0
"ENSG00000232864.1"	0	0	0	0	0	0	0	0
"ENSG00000232867.1"	0	0	0	0	0	0	0	0
"ENSG00000232869.2"	0	0	0	0	0	0	0	0
"ENSG00000232871.8"	7.131	2	2	8	3	1	7	7.069
"ENSG00000232872.2"	0	0	0	0	0	0	0	0
"ENSG00000232873.1"	0	0	0	0	0	0	0	0
"ENSG00000232874.1"	0	0	0	0	1	0	0	0
"ENSG00000232875.1"	0	0	0	0	0	0	0	0
"ENSG00000232876.1"	0	0	0	0	1	1	6	1
"ENSG00000232878.3"	0	0	0	0	0	0	0	0
"ENSG00000232879.2"	0	0	0	0	0	0	0	0
"ENSG00000232880.1"	0	0	0	0	0	0	0	0
"ENSG00000232881.2"	0	0	0	0	0	0	0	0
"ENSG00000232882.1"	26.127	14.518	42.403	20.496	0	0	7.67	0
"ENSG00000232883.1"	0	0	0	0	2	0	1	0
"ENSG00000232884.11"	0	0	0	0	0	0	0	0
"ENSG00000232885.2"	0	0	0	1	0	0	0	0
"ENSG00000232886.1"	0	0	0	0	0	0	0	0
"ENSG00000232887.1"	0	0	0	0	0	0	0	0
"ENSG00000232888.4"	0	0	0	0	0	0	0	0
"ENSG00000232889.2"	0	0	0	0	0	0	0	0
"ENSG00000232891.1"	0	0	0	0	0	0	0	0
"ENSG00000232892.1"	0	0	0	0	0	0	0	0
"ENSG00000232893.1"	1	1	0	0	1	1	1	3
"ENSG00000232894.1"	0	0	0	0	0	0	0	0
"ENSG00000232895.2"	0	0	0	0	0	0	0	0
"ENSG00000232896.1"	0	0	0	0	0	0	0	0
"ENSG00000232897.2"	0	0	0	0	0	0	0	0
"ENSG00000232900.2"	0	0	0	0	0	0	0	0
"ENSG00000232901.1"	0	0	0	0	0	0	3	0
"ENSG00000232903.2"	0	0	0	0	0	0	0	0
"ENSG00000232905.2"	0	0	0	0	0	0	0	0
"ENSG00000232906.1"	0	0	0	0	0	0	0	0
"ENSG00000232907.9"	3.011	1.049	8.773	3.137	8.362	3.141	17.292	19.751
"ENSG00000232908.3"	0	0	0	0	0	0	0	0
"ENSG00000232909.1"	0	0	0	0	0	0	0	1
"ENSG00000232910.1"	0	0	0	0	0	0	0	0
"ENSG00000232912.6"	0	0	0	0	0	0	0	0
"ENSG00000232913.8"	0	0	0	0	0	0	0	0
"ENSG00000232914.1"	0	0	0	0	0	0	0	0
"ENSG00000232915.1"	0	0	0	0	0	0	0	0
"ENSG00000232916.1"	0	0	0	0	0	0	0	0
"ENSG00000232917.5"	0	0	0	0	0	0	0	0
"ENSG00000232918.2"	0	0	0	0	0	0	0	0
"ENSG00000232920.1"	0	0	0	0	0	0	0	0
"ENSG00000232922.1"	0	0	0	0	0	0	0	0
"ENSG00000232924.1"	0	0	0	0	0	0	0	0
"ENSG00000232925.2"	0	0	0	0	0	0	0	0
"ENSG00000232926.1"	4	4	2	5	8	1	8	11
"ENSG00000232927.1"	0	0	0	0	0	0	0	0
"ENSG00000232928.2"	0	0	1	1	0	0	0	0
"ENSG00000232930.2"	0	0	0	0	0	0	0	0
"ENSG00000232931.6"	5	14	10	31.825	26.001	15	86.626	46.54
"ENSG00000232934.8"	0	0	0	0	0	0	0	0
"ENSG00000232935.2"	0	0	0	0	0	0	0	0
"ENSG00000232936.6"	4	0	3	0	2	0	1	2
"ENSG00000232937.1"	0	0	0	0	0	1.782	0	0
"ENSG00000232938.2"	0	0	0	3.597	0	0	1.2	3.232
"ENSG00000232939.3"	0	0	0	0	0	0	0	0
"ENSG00000232940.8"	37.085	25.005	35.225	39.157	31.467	17.62	45.136	48
"ENSG00000232943.1"	0	0	0	0	0	0	0	0
"ENSG00000232944.1"	0	0	0	0	0	0	0	0
"ENSG00000232946.1"	0	0	1	0	1	0	2	2
"ENSG00000232947.1"	0	0	0	0	0	0	0	0
"ENSG00000232949.2"	0	0	0	0	0	0	0	3
"ENSG00000232950.1"	0	0	0	0	0	0	0	0
"ENSG00000232951.1"	0	0	0	0	0	0	0	0
"ENSG00000232952.1"	0	0	0	0	0	0	0	0
"ENSG00000232953.1"	0	0	0	0	0	0	0	0
"ENSG00000232954.2"	0	0	0	0	0	0	0	0
"ENSG00000232956.10"	958	750.001	564	529.999	2077.999	1145.001	1652.481	2217.503
"ENSG00000232958.1"	0	0	0	0	0	0	0	0
"ENSG00000232959.1"	0	0	0	0	0	0	0	0
"ENSG00000232963.1"	0	0	0	0	0	0	0	0
"ENSG00000232964.2"	0	0	0	0	0	0	0	0
"ENSG00000232965.1"	0	0	0	0	0	0	0	0
"ENSG00000232968.1"	0	0	0	0	0	0	0	0
"ENSG00000232969.1"	0	0	0	0	0	0	0	0
"ENSG00000232970.1"	0	0	0	0	0	0	0	0
"ENSG00000232971.2"	0	0	0	0	0	0	0	0
"ENSG00000232973.14"	6	5.093	3.019	4.053	27.305	13	9.108	26.067
"ENSG00000232975.1"	0	0	0	0	0	0	0	0
"ENSG00000232976.1"	0	0	0	0	0	0	0	0
"ENSG00000232977.7"	0	0	0	0	4	0	4	3
"ENSG00000232978.2"	0	0	0	0	0	0	0	0
"ENSG00000232979.1"	0	0	0	0	0	0	0	0
"ENSG00000232981.1"	0	0	0	0	0	0	0	0
"ENSG00000232982.1"	0	0	0	0	0	0	0	0
"ENSG00000232983.2"	0	0	0	0	0	0	1	1
"ENSG00000232985.1"	0	0	0	0	0	0	0	0
"ENSG00000232986.1"	0	0	0	0	0	0	0	0
"ENSG00000232987.2"	0	6	4	10	9	2	15	16
"ENSG00000232989.1"	0	0	0	0	0	0	0	0
"ENSG00000232990.2"	0	0	0	0	0	0	0	0
"ENSG00000232991.5"	0	0	0	0	0	0	0	0
"ENSG00000232992.2"	0	0	0	0	0	0	0	0
"ENSG00000232993.1"	0	0	0	0	0	0	0	0
"ENSG00000232994.1"	0	0	0	0	0	0	0	0
"ENSG00000232995.7"	2	5	6.951	6.424	8	6.832	19.213	24.451
"ENSG00000232998.3"	0	0	0	0	0	0	0	0
"ENSG00000232999.1"	0	0	0	0	0	0	0	0
"ENSG00000233002.2"	0	0	0	0	0	0	0	0
"ENSG00000233003.4"	0	0	0	0	3.027	0	3.137	0
"ENSG00000233005.2"	0	0	0	0	0	0	0	0
"ENSG00000233006.8"	62.122	56.744	105.326	87	129.355	66.136	212.282	206.652
"ENSG00000233007.1"	0	0	0	0	0	0	0	0
"ENSG00000233008.8"	1	0	0	2	4.999	6	9	9
"ENSG00000233009.1"	0	0	0	0	0	0	1	1
"ENSG00000233010.1"	2	0	0	0	0	0	1	0
"ENSG00000233011.1"	0	0	0	0	0	0	0	0
"ENSG00000233012.2"	0	0	0	0	1	0	0	0
"ENSG00000233013.11"	0	0	0	0	0	0	0	0
"ENSG00000233014.1"	0	0	0	0	0	0	0	0
"ENSG00000233015.1"	0	0	0	0	0	0	0	0
"ENSG00000233016.9"	2010.039	1681.843	6094.753	6694.354	7069.976	3435.836	14954.066	20432.982
"ENSG00000233017.3"	0	0	0	0	0	0	0	0
"ENSG00000233018.1"	0	0	0	0	0	0	0	0
"ENSG00000233020.1"	0	0	0	0	0	0	0	0
"ENSG00000233021.2"	0	0	0	0	0	0	0	0
"ENSG00000233024.7"	562.09	311.003	442.72	534.062	813.776	451.511	1093.3	1609.578
"ENSG00000233025.1"	0	0	0	0	0	0	4	4
"ENSG00000233026.1"	0	0	0	0	0	0	0	0
"ENSG00000233028.1"	0	0	0	0	0	0	0	0
"ENSG00000233029.3"	0	0	0	0	0	0	0	0
"ENSG00000233030.2"	0	0	1	0	0	0	0	7
"ENSG00000233031.1"	0	0	0	0	0	0	0	0
"ENSG00000233033.1"	0	0	0	0	0	0	0	0
"ENSG00000233036.1"	0	0	0	0	0	0	0	0
"ENSG00000233037.2"	0	0	0	0	0	0	0	0
"ENSG00000233038.7"	0	0	0	0	0	0	0	0
"ENSG00000233039.1"	0	0	0	0	0	0	0	0
"ENSG00000233040.2"	0	0	0	0	0	0	0	0
"ENSG00000233041.8"	0	0	0	0	0	0	0	0
"ENSG00000233044.1"	0	0	0	0	0	0	0	0
"ENSG00000233045.1"	1.006	0	2.017	4.035	5.037	3.025	2.015	5.04
"ENSG00000233047.7"	0	0	0	0	0	0	0	0
"ENSG00000233048.1"	0	0	0	1	0	0	0	0
"ENSG00000233050.1"	0	0	0	0	0	0	0	0
"ENSG00000233052.1"	0	0	0	0	0	0	0	0
"ENSG00000233055.1"	0	0	0	0	0	0	0	0
"ENSG00000233056.4"	3	2	6	1	5	3	11	5
"ENSG00000233057.1"	0	0	0	0	0	0	0	0
"ENSG00000233058.3"	2	3	0	1	3	4	10	12.001
"ENSG00000233060.1"	0	0	0	0	0	0	0	0
"ENSG00000233061.1"	0	1	0	0	0	0	0	0
"ENSG00000233063.2"	0	0	0	0	0	0	0	0
"ENSG00000233064.2"	0	0	0	0	0	0	0	0
"ENSG00000233067.4"	0	0	0	0	0	0	0	0
"ENSG00000233068.3"	0	0	0	0	0	0	0	0
"ENSG00000233069.1"	0	0	0	0	0	0	0	0
"ENSG00000233070.1"	0	0	0	0	0	0	0	0
"ENSG00000233071.3"	0	0	0	0	0	0	0	0
"ENSG00000233072.1"	0	0	0	0	0	0	0	0
"ENSG00000233073.2"	0	0	1	0	0	0	0	0
"ENSG00000233077.2"	20.554	17.345	12.439	14.484	34.976	24.926	28.835	34.304
"ENSG00000233078.1"	0	0	0	0	0	0	0	0
"ENSG00000233079.3"	0	0	0	0	0	0	0	0
"ENSG00000233080.3"	1	0	2	0	3	0	2	1
"ENSG00000233081.1"	1	3	0	0	2	1	0	0
"ENSG00000233082.1"	0	0	0	0	0	0	0	0
"ENSG00000233083.1"	0	0	0	0	0	0	0	0
"ENSG00000233084.2"	0	0	0	0	0	0	0	0
"ENSG00000233085.5"	0	0	0	0	0	0	0	0
"ENSG00000233086.8"	1	0	1	0	0	0	0	0
"ENSG00000233087.8"	3.028	1.017	1.005	7.067	6	1.008	2.018	5.058
"ENSG00000233090.1"	1	0	0	0	0	0	0	0
"ENSG00000233093.8"	0	0	0	0	0	0	0	0
"ENSG00000233096.1"	0	0	0	0	0	0	0	0
"ENSG00000233098.10"	3.636	0	0	2	1.144	0	1.181	1.125
"ENSG00000233099.1"	0	0	0	0	0	0	0	0
"ENSG00000233101.10"	19.014	18	12	20	38	22	17	30
"ENSG00000233103.1"	0	0	0	0	0	0	0	0
"ENSG00000233105.1"	0	0	0	1	0	0	0	0
"ENSG00000233106.1"	0	0	0	0	0	0	0	0
"ENSG00000233107.1"	0	0	0	0	0	0	0	0
"ENSG00000233108.1"	0	0	0	0	0	0	0	1
"ENSG00000233109.4"	0	0	0	0	0	0	0	0
"ENSG00000233110.1"	1	2	3	1	0	2	9	0
"ENSG00000233111.1"	0	0	0	0	0	0	0	0
"ENSG00000233114.2"	0	0	0	0	0	0	0	0
"ENSG00000233115.4"	0	0	0	0	0	0	0	0
"ENSG00000233117.4"	0	0	0	0	0	0	0	1
"ENSG00000233118.2"	0	0	0	0	0	0	0	0
"ENSG00000233120.1"	0	0	0	0	0	0	0	0
"ENSG00000233121.1"	0	0	0	0	0	0	0	0
"ENSG00000233122.2"	2	0	3	3	1	4	8	11
"ENSG00000233123.2"	0	0	0	0	0	0	0	0
"ENSG00000233124.2"	0	0	0	0	0	0	0	0
"ENSG00000233125.3"	0	0	0	0	0	0	0	0
"ENSG00000233126.3"	0	0	0	0	0	0	0	0
"ENSG00000233128.2"	0	0	0	0	0	0	0	0
"ENSG00000233129.1"	0	0	0	0	0	0	0	0
"ENSG00000233131.1"	0	0	0	0	0	0	0	0
"ENSG00000233132.4"	0	0	0	0	0	0	0	0
"ENSG00000233133.1"	0	0	1.073	0	0	0	0	0
"ENSG00000233134.1"	0	0	0	0	0	0	0	0
"ENSG00000233135.1"	0	0	0	0	0	0	0	0
"ENSG00000233136.3"	0	0	0	0	0	0	0	0
"ENSG00000233138.1"	0	0	0	0	0	0	0	0
"ENSG00000233139.1"	0	0	0	0	0	0	0	0
"ENSG00000233143.4"	0	0	0	0	0	0	1	0
"ENSG00000233144.1"	0	0	0	0	0	0	0	0
"ENSG00000233145.1"	0	0	0	0	0	0	0	0
"ENSG00000233146.1"	0	0	0	0	0	0	0	0
"ENSG00000233148.2"	0	0	0	0	0	0	0	0
"ENSG00000233153.6"	0	0	0	0	0	0	0	0
"ENSG00000233154.6"	0	0	0	0	0	0	1	0
"ENSG00000233155.1"	5.008	4.002	3.005	4.002	6	2.002	11.003	8.003
"ENSG00000233157.1"	0	0	0	0	0	0	0	0
"ENSG00000233158.1"	0	0	0	0	0	0	0	0
"ENSG00000233159.1"	0	0	0	0	0	0	0	0
"ENSG00000233162.1"	0	0	0	0	0	0	0	0
"ENSG00000233163.1"	0	0	0	0	0	0	0	0
"ENSG00000233167.1"	0	0	0	0	0	0	0	0
"ENSG00000233170.4"	1	2.025	1.005	4	2	2	4.019	5
"ENSG00000233173.1"	0	0	0	0	0	0	0	0
"ENSG00000233175.2"	47.261	46.677	40.696	72.101	64.304	16.979	75.374	95.62
"ENSG00000233176.3"	0	0	0	0	0	0	0	0
"ENSG00000233178.7"	1	0	0	1	4	0	0	2
"ENSG00000233179.1"	0	0	0	0	0	0	0	0
"ENSG00000233183.3"	0	0	0	1	0	0	0	0
"ENSG00000233184.9"	66	37.871	86.999	77.787	64.805	33.922	196.184	220.472
"ENSG00000233186.2"	0	0	0	0	0	0	0	0
"ENSG00000233189.1"	0	0	0	0	0	0	0	0
"ENSG00000233190.1"	0	0	0	0	0	0	0	0
"ENSG00000233191.2"	0	4	1	1	1	1	0	2
"ENSG00000233193.1"	0	0	0	0	0	0	0	0
"ENSG00000233196.2"	0	0	0	0	0	0	0	0
"ENSG00000233197.1"	0	0	0	0	0	0	1	0
"ENSG00000233198.4"	13	8	13	9	29	18	22	36
"ENSG00000233200.1"	0	0	0	0	0	0	0	0
"ENSG00000233203.6"	2	2	3.388	0	2	2.815	0	6
"ENSG00000233204.1"	0	0	0	0	0	0	0	0
"ENSG00000233205.1"	0	2.104	0	0	2.054	1.023	1.024	1.02
"ENSG00000233206.1"	0	0	0	0	0	0	0	0
"ENSG00000233208.6"	0	0	0	0	0	0	0	0
"ENSG00000233211.2"	0	0	0	0	0	0	0	0
"ENSG00000233213.1"	0	0	0	0	0	0	0	0
"ENSG00000233214.1"	0	0	0	0	0	0	0	0
"ENSG00000233215.6"	0	0	0	0	0	0	0	0
"ENSG00000233216.1"	0	0	0	0	0	0	0	0
"ENSG00000233217.2"	0	0	0	0	0	0	0	0
"ENSG00000233219.1"	0	0	0	0	0	0	0	0
"ENSG00000233220.3"	0	2	0	0	2	0	1	2
"ENSG00000233221.7"	249	208	78	101	182	82.999	101.999	149
"ENSG00000233222.2"	0	0	0	0	0	0	0	0
"ENSG00000233223.5"	184.892	183.261	161.031	184.844	210.107	122.629	191.42	225.68
"ENSG00000233225.3"	0	0	0	0	0	0	0	2.072
"ENSG00000233228.1"	0	0	0	0	0	0	0	0
"ENSG00000233229.1"	0	0	0	0	0	0	0	0
"ENSG00000233230.3"	3	9	5	10	4	6	9	19
"ENSG00000233231.1"	1	2	0	1	0	0	3	0
"ENSG00000233232.8"	5.684	7.148	9.412	18.289	14.07	3.605	40.791	27.52
"ENSG00000233234.1"	0	0	0	0	0	0	0	0
"ENSG00000233235.1"	0	0	0	0	0	0	0	0
"ENSG00000233236.1"	0	0	0	0	0	0	0	0
"ENSG00000233237.8"	28	13	20	38	57.005	31	99.001	94.206
"ENSG00000233238.1"	0	0	0	0	0	0	0	0
"ENSG00000233242.3"	0	0	0	0	0	0	0	4
"ENSG00000233243.1"	0	0	0	0	0	0	0	0
"ENSG00000233246.1"	0	0	1	0	0	0	5	4
"ENSG00000233247.3"	0	0	0	0	0	0	0	0
"ENSG00000233248.1"	0	0	0	0	0	0	0	0
"ENSG00000233250.1"	1	0	0	0	1	0	0	0
"ENSG00000233251.8"	0	0	1	2	1	1	1	0
"ENSG00000233252.1"	0	0	0	0	0	0	0	0
"ENSG00000233254.1"	0	0	1.005	0	0	0	0	0
"ENSG00000233256.1"	0	0	0	0	0	0	0	0
"ENSG00000233258.1"	0	0	0	0	0	0	0	0
"ENSG00000233259.4"	0	0	0	0	0	0	0	0
"ENSG00000233260.1"	0	0	1	0	0	0	0	0
"ENSG00000233261.4"	0	0	0	0	0	0	0	0
"ENSG00000233262.1"	0	0	0	0	0	0	0	0
"ENSG00000233263.1"	0	0	0	0	0	0	0	0
"ENSG00000233264.2"	0	0	0	1	0	0	1	1
"ENSG00000233266.1"	0	0	1	1	2	0	0	4
"ENSG00000233268.3"	0	0	0	0	0	0	0	0
"ENSG00000233270.1"	0	0	1.089	0	0	0	0	2.249
"ENSG00000233271.1"	0	0	0	0	0	0	0	0
"ENSG00000233272.1"	0	0	0	0	0	0	0	0
"ENSG00000233273.1"	0	0	0	0	0	0	1	0
"ENSG00000233275.1"	0	0	0	0	0	0	0	0
"ENSG00000233276.9"	16816.508	12088.785	15974.918	13843.31	16287.338	7748.962	21669.144	27157.51
"ENSG00000233277.1"	0	0	0	0	0	0	0	0
"ENSG00000233278.1"	0	0	0	0	0	0	0	0
"ENSG00000233285.1"	0	0	0	0	0	0	0	0
"ENSG00000233286.1"	0	0	0	0	0	0	0	0
"ENSG00000233287.1"	0	0	0	1	0	0	0	0
"ENSG00000233288.2"	0	0	0	0	0	0	0	0
"ENSG00000233290.4"	0	0	0	0	0	0	0	0
"ENSG00000233291.1"	0	0	0	0	0	0	0	0
"ENSG00000233292.1"	0	0	0	0	0	0	0	0
"ENSG00000233293.1"	0	1	0	0	0	0	0	0
"ENSG00000233295.3"	0	0	0	0	0	0	1	0
"ENSG00000233296.2"	6.11	9.139	4.068	4.101	12.197	2.009	6.048	3.039
"ENSG00000233297.4"	7.239	5.37	3.808	7.021	5.973	0	9.425	6.461
"ENSG00000233299.1"	0	0	0	0	0	0	0	0
"ENSG00000233300.1"	0	0	0	0	0	0	0	0
"ENSG00000233301.1"	0	0	0	0	0	0	0	0
"ENSG00000233303.1"	0	0	0	0	0	0	0	0
"ENSG00000233304.7"	0	0	0	0	0	0	0	0
"ENSG00000233306.2"	0	0	0	0	0	0	0	0
"ENSG00000233307.1"	0	0	0	0	0	0	0	0
"ENSG00000233308.2"	0	0	0	0	0	0	0	0
"ENSG00000233309.1"	0	0	0	0	0	0	0	0
"ENSG00000233311.1"	0	0	0	0	0	0	0	0
"ENSG00000233313.2"	0	0	0	0	0	0	0	0
"ENSG00000233316.4"	0	0	0	0	0	0	0	0
